angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.09,0.0,0.07,,"[896, 255, 134, 162]","[263, 293, 87, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.98,0.21,,0.81,0.01,0.27,,0.06,0.0,0.32,,0.0,0.0,0.06,
0.07,0.0,0.07,,"[896, 254, 134, 163]","[263, 293, 88, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.98,0.21,,0.83,0.01,0.27,,0.06,0.0,0.32,,0.0,0.0,0.06,
0.05,0.0,0.07,,"[896, 254, 136, 163]","[263, 294, 87, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.97,0.21,,0.87,0.03,0.27,,0.05,0.0,0.32,,0.0,0.0,0.06,
0.07,0.0,0.07,,"[897, 255, 135, 163]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.21,,0.83,0.01,0.27,,0.07,0.0,0.32,,0.0,0.0,0.06,
0.08,0.0,0.07,,"[896, 255, 136, 164]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.82,0.01,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.08,0.0,0.07,,"[896, 255, 136, 164]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.82,0.01,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.08,0.0,0.07,,"[896, 255, 136, 164]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.82,0.01,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.08,0.0,0.07,,"[896, 255, 136, 164]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.82,0.01,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.07,0.0,0.07,,"[896, 255, 137, 163]","[264, 294, 86, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.98,0.19,,0.83,0.02,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.07,0.0,0.07,,"[896, 255, 136, 163]","[264, 294, 86, 107]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.84,0.01,0.24,,0.07,0.0,0.35,,0.0,0.0,0.07,
0.06,0.0,0.05,,"[896, 255, 136, 163]","[265, 293, 86, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.22,,0.84,0.01,0.25,,0.07,0.0,0.33,,0.0,0.0,0.07,
0.05,0.0,0.07,,"[896, 255, 136, 162]","[264, 293, 86, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.87,0.01,0.24,,0.06,0.0,0.35,,0.0,0.0,0.07,
0.05,0.0,0.07,,"[896, 255, 136, 162]","[264, 293, 86, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.09,,0.01,0.99,0.19,,0.86,0.01,0.24,,0.06,0.0,0.35,,0.0,0.0,0.07,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[897, 255, 136, 162]","[265, 293, 86, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.01,0.99,0.1,,0.86,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.02,0.0,0.06,,"[896, 258, 136, 163]","[264, 294, 88, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.01,0.99,0.1,,0.9,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.06,0.0,0.06,,"[896, 258, 134, 164]","[264, 294, 88, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.04,0.0,0.08,,0.03,0.99,0.1,,0.78,0.01,0.33,,0.1,0.0,0.37,,0.0,0.0,0.05,
0.03,0.0,0.06,,"[895, 257, 135, 164]","[264, 294, 87, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.03,0.99,0.1,,0.87,0.01,0.33,,0.06,0.0,0.37,,0.0,0.0,0.05,
0.03,0.0,0.06,,"[895, 257, 135, 164]","[264, 294, 87, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,0.99,0.1,,0.87,0.01,0.33,,0.06,0.0,0.37,,0.0,0.0,0.05,
0.05,0.0,0.06,,"[895, 257, 135, 165]","[264, 294, 87, 108]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.03,0.99,0.1,,0.81,0.01,0.33,,0.08,0.0,0.37,,0.0,0.0,0.05,
0.04,0.0,0.06,,"[896, 256, 135, 164]","[265, 295, 86, 106]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.01,0.99,0.1,,0.89,0.01,0.33,,0.04,0.0,0.37,,0.0,0.0,0.05,
0.04,0.0,0.06,,"[896, 256, 135, 164]","[265, 295, 86, 106]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.01,0.99,0.1,,0.89,0.01,0.33,,0.04,0.0,0.37,,0.0,0.0,0.05,
0.04,0.0,0.06,,"[896, 257, 135, 162]","[265, 295, 86, 106]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.99,0.1,,0.88,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.04,0.0,0.06,,"[896, 257, 135, 162]","[265, 295, 86, 106]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.99,0.1,,0.88,0.01,0.33,,0.05,0.0,0.37,,0.0,0.0,0.05,
0.03,0.0,0.06,,"[895, 257, 135, 164]","[264, 293, 88, 110]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.04,0.99,0.1,,0.87,0.01,0.33,,0.04,0.0,0.37,,0.0,0.0,0.05,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.32,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.05,0.0,0.06,,"[895, 257, 135, 163]","[263, 293, 88, 109]","[1230, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.02,0.99,0.11,,0.87,0.0,0.33,,0.04,0.0,0.36,,0.0,0.0,0.06,
0.07,0.01,0.12,,"[896, 252, 136, 164]","[262, 292, 90, 109]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.14,,0.11,0.3,0.21,,0.73,0.65,0.15,,0.05,0.04,0.35,,0.01,0.0,0.03,
0.07,0.01,0.12,,"[900, 245, 131, 163]","[262, 292, 90, 110]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.14,,0.08,0.41,0.21,,0.72,0.52,0.15,,0.08,0.05,0.35,,0.01,0.0,0.03,
0.04,0.02,0.12,,"[902, 245, 131, 162]","[264, 292, 88, 111]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.14,,0.12,0.37,0.22,,0.72,0.52,0.16,,0.08,0.07,0.34,,0.01,0.0,0.03,
0.04,0.02,0.12,,"[902, 245, 131, 162]","[264, 292, 88, 111]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.14,,0.12,0.37,0.22,,0.72,0.52,0.16,,0.08,0.07,0.34,,0.01,0.0,0.03,
0.04,0.02,0.12,,"[902, 245, 131, 162]","[264, 292, 88, 111]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.14,,0.12,0.37,0.22,,0.72,0.52,0.16,,0.08,0.07,0.34,,0.01,0.0,0.03,
0.04,0.01,0.08,,"[902, 245, 131, 162]","[263, 292, 89, 112]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.09,,0.12,0.7,0.12,,0.72,0.25,0.23,,0.08,0.03,0.44,,0.01,0.0,0.04,
0.04,0.01,0.08,,"[902, 245, 131, 162]","[263, 292, 89, 112]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.09,,0.12,0.7,0.12,,0.72,0.25,0.23,,0.08,0.03,0.43,,0.01,0.0,0.04,
0.05,0.01,0.08,,"[916, 246, 124, 155]","[265, 294, 88, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.04,0.01,0.09,,0.11,0.54,0.12,,0.6,0.4,0.23,,0.2,0.04,0.43,,0.0,0.0,0.04,
0.04,0.01,0.08,,"[915, 240, 127, 164]","[265, 294, 88, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.12,0.52,0.12,,0.73,0.42,0.23,,0.09,0.05,0.43,,0.0,0.0,0.04,
0.05,0.01,0.08,,"[919, 244, 125, 155]","[265, 294, 88, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.04,0.01,0.09,,0.23,0.52,0.12,,0.55,0.42,0.23,,0.13,0.05,0.43,,0.01,0.0,0.04,
0.03,0.01,0.09,,"[919, 243, 125, 156]","[265, 294, 87, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.04,0.01,0.11,,0.36,0.65,0.13,,0.47,0.32,0.21,,0.1,0.02,0.41,,0.01,0.0,0.04,
0.03,0.01,0.09,,"[919, 243, 125, 156]","[265, 295, 87, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.36,0.54,0.13,,0.47,0.43,0.21,,0.09,0.02,0.41,,0.01,0.0,0.04,
0.03,0.01,0.09,,"[919, 243, 125, 156]","[265, 295, 87, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.36,0.54,0.13,,0.47,0.43,0.21,,0.09,0.02,0.41,,0.01,0.0,0.04,
0.03,0.01,0.09,,"[919, 243, 125, 156]","[265, 295, 87, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.36,0.54,0.13,,0.47,0.43,0.21,,0.09,0.02,0.41,,0.01,0.0,0.04,
0.03,0.01,0.09,,"[919, 243, 125, 156]","[265, 295, 87, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.37,0.54,0.13,,0.46,0.43,0.21,,0.1,0.02,0.41,,0.01,0.0,0.04,
0.04,0.0,0.07,,"[919, 243, 125, 155]","[265, 294, 88, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.0,0.07,,0.19,0.63,0.3,,0.63,0.34,0.32,,0.1,0.02,0.23,,0.01,0.0,0.01,
0.08,0.02,0.07,,"[924, 250, 120, 149]","[266, 295, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.06,,0.34,0.28,0.27,,0.34,0.6,0.34,,0.17,0.08,0.25,,0.01,0.0,0.01,
0.07,0.01,0.07,,"[924, 251, 120, 149]","[264, 294, 90, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.06,,0.29,0.4,0.27,,0.41,0.53,0.34,,0.17,0.05,0.25,,0.01,0.0,0.01,
0.07,0.01,0.07,,"[924, 251, 120, 149]","[264, 294, 90, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.06,,0.29,0.41,0.27,,0.41,0.53,0.34,,0.17,0.05,0.25,,0.01,0.0,0.01,
0.07,0.02,0.07,,"[924, 251, 120, 149]","[266, 295, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.06,,0.29,0.27,0.27,,0.41,0.63,0.34,,0.17,0.07,0.25,,0.01,0.0,0.01,
0.07,0.01,0.07,,"[924, 251, 120, 149]","[266, 295, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.06,,0.29,0.28,0.27,,0.41,0.63,0.34,,0.17,0.06,0.25,,0.01,0.0,0.01,
0.07,0.01,0.07,,"[920, 248, 118, 146]","[264, 294, 90, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.08,0.0,0.06,,0.26,0.55,0.27,,0.49,0.41,0.34,,0.09,0.03,0.25,,0.01,0.0,0.01,
0.04,0.01,0.07,,"[919, 249, 116, 144]","[264, 294, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.06,,0.27,0.43,0.27,,0.48,0.52,0.34,,0.14,0.04,0.25,,0.0,0.0,0.01,
0.03,0.01,0.07,,"[919, 249, 115, 143]","[264, 294, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.46,0.46,0.27,,0.31,0.49,0.34,,0.14,0.04,0.25,,0.01,0.0,0.01,
0.03,0.01,0.07,,"[919, 248, 115, 144]","[264, 294, 90, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.5,0.61,0.27,,0.29,0.34,0.34,,0.12,0.04,0.25,,0.01,0.0,0.01,
0.03,0.01,0.07,,"[919, 249, 115, 143]","[264, 294, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.4,0.47,0.27,,0.35,0.49,0.34,,0.15,0.04,0.25,,0.01,0.0,0.01,
0.03,0.01,0.07,,"[919, 249, 115, 143]","[264, 294, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.4,0.47,0.27,,0.35,0.49,0.34,,0.15,0.04,0.25,,0.01,0.0,0.01,
0.03,0.01,0.07,,"[919, 249, 115, 143]","[264, 294, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.41,0.45,0.27,,0.35,0.51,0.34,,0.15,0.03,0.25,,0.01,0.0,0.01,
0.03,0.01,0.07,,"[919, 249, 115, 143]","[264, 293, 90, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.0,0.06,,0.41,0.59,0.27,,0.35,0.39,0.34,,0.15,0.02,0.25,,0.01,0.0,0.01,
0.04,0.0,0.07,,"[913, 253, 111, 139]","[266, 295, 87, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.06,,0.33,0.54,0.27,,0.45,0.4,0.34,,0.12,0.04,0.25,,0.01,0.0,0.01,
0.04,0.01,0.07,,"[913, 253, 111, 139]","[266, 295, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.06,,0.35,0.58,0.27,,0.44,0.33,0.34,,0.12,0.07,0.25,,0.01,0.0,0.01,
0.04,0.01,0.07,,"[913, 253, 111, 139]","[266, 295, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.06,,0.35,0.58,0.27,,0.44,0.34,0.34,,0.12,0.07,0.25,,0.01,0.0,0.01,
0.04,0.01,0.07,,"[913, 253, 111, 139]","[266, 295, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.06,,0.35,0.58,0.27,,0.44,0.34,0.34,,0.12,0.07,0.25,,0.01,0.0,0.01,
0.03,0.01,0.08,,"[913, 253, 111, 138]","[266, 294, 88, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.08,,0.39,0.55,0.22,,0.43,0.39,0.33,,0.11,0.05,0.27,,0.01,0.0,0.01,
0.03,0.01,0.08,,"[913, 253, 111, 138]","[266, 294, 88, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.08,,0.39,0.55,0.22,,0.43,0.39,0.33,,0.11,0.05,0.27,,0.01,0.0,0.01,
0.03,0.01,0.08,,"[913, 253, 111, 138]","[266, 294, 88, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.08,,0.39,0.55,0.22,,0.43,0.39,0.33,,0.11,0.05,0.27,,0.01,0.0,0.01,
0.06,0.01,0.08,,"[907, 252, 110, 136]","[267, 296, 87, 106]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.01,0.08,,0.15,0.35,0.22,,0.67,0.58,0.33,,0.1,0.05,0.27,,0.0,0.0,0.01,
0.08,0.01,0.08,,"[907, 252, 111, 136]","[266, 294, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.08,,0.19,0.52,0.22,,0.55,0.43,0.33,,0.14,0.04,0.27,,0.0,0.0,0.01,
0.08,0.01,0.08,,"[907, 252, 111, 136]","[266, 294, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.08,,0.19,0.52,0.22,,0.55,0.43,0.33,,0.14,0.04,0.27,,0.0,0.0,0.01,
0.08,0.01,0.08,,"[907, 252, 111, 136]","[266, 294, 88, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.08,,0.21,0.52,0.22,,0.53,0.42,0.33,,0.14,0.04,0.27,,0.0,0.0,0.01,
0.08,0.01,0.08,,"[907, 252, 111, 136]","[266, 293, 88, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.08,,0.21,0.64,0.22,,0.53,0.32,0.33,,0.14,0.03,0.27,,0.0,0.0,0.01,
0.05,0.0,0.08,,"[901, 250, 117, 142]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.04,0.79,0.22,,0.78,0.18,0.33,,0.11,0.02,0.27,,0.0,0.0,0.01,
0.03,0.0,0.08,,"[902, 250, 114, 142]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.01,0.8,0.22,,0.87,0.18,0.33,,0.07,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.04,0.0,0.08,,"[902, 250, 115, 145]","[264, 292, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.8,0.22,,0.84,0.18,0.33,,0.08,0.02,0.27,,0.0,0.0,0.01,
0.03,0.0,0.13,,"[898, 245, 123, 151]","[267, 293, 88, 106]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.05,,0.15,0.83,0.24,,0.7,0.16,0.35,,0.1,0.01,0.22,,0.0,0.0,0.02,
0.05,0.0,0.1,,"[899, 245, 122, 150]","[265, 293, 89, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.05,0.0,0.08,,0.12,0.79,0.21,,0.65,0.2,0.29,,0.12,0.01,0.3,,0.01,0.0,0.02,
0.05,0.0,0.1,,"[898, 245, 123, 150]","[265, 293, 89, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.05,0.0,0.08,,0.12,0.79,0.21,,0.65,0.2,0.29,,0.12,0.01,0.3,,0.01,0.0,0.02,
0.05,0.0,0.1,,"[898, 245, 123, 150]","[265, 293, 89, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.05,0.0,0.08,,0.12,0.79,0.21,,0.65,0.2,0.29,,0.12,0.01,0.3,,0.01,0.0,0.02,
0.05,0.0,0.1,,"[898, 245, 123, 150]","[265, 293, 89, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.05,0.0,0.08,,0.12,0.8,0.21,,0.65,0.19,0.29,,0.12,0.01,0.3,,0.01,0.0,0.02,
0.02,0.0,0.1,,"[899, 240, 127, 155]","[266, 293, 89, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.13,0.73,0.21,,0.76,0.25,0.29,,0.07,0.01,0.3,,0.0,0.0,0.02,
0.02,0.0,0.1,,"[899, 240, 127, 155]","[267, 294, 88, 105]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.13,0.81,0.21,,0.76,0.17,0.29,,0.07,0.01,0.3,,0.0,0.0,0.02,
0.02,0.0,0.1,,"[899, 240, 127, 155]","[267, 294, 87, 105]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.01,0.0,0.08,,0.13,0.77,0.21,,0.76,0.22,0.29,,0.07,0.01,0.3,,0.0,0.0,0.02,
0.02,0.0,0.1,,"[901, 243, 125, 153]","[265, 291, 90, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.1,0.76,0.21,,0.74,0.23,0.29,,0.12,0.01,0.3,,0.0,0.0,0.02,
0.02,0.0,0.1,,"[902, 243, 124, 154]","[266, 292, 89, 108]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.15,0.83,0.21,,0.7,0.16,0.29,,0.11,0.01,0.3,,0.0,0.0,0.02,
0.02,0.0,0.1,,"[902, 243, 124, 154]","[266, 292, 89, 108]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.15,0.84,0.21,,0.7,0.16,0.29,,0.11,0.0,0.3,,0.0,0.0,0.02,
0.03,0.0,0.1,,"[903, 241, 124, 151]","[264, 293, 90, 110]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.13,0.93,0.21,,0.71,0.05,0.29,,0.1,0.01,0.3,,0.0,0.0,0.02,
0.04,0.0,0.1,,"[904, 240, 123, 150]","[266, 294, 88, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.04,0.0,0.08,,0.23,0.99,0.21,,0.57,0.01,0.29,,0.11,0.0,0.3,,0.01,0.0,0.02,
0.06,0.0,0.1,,"[903, 240, 123, 150]","[266, 294, 88, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.04,0.0,0.08,,0.16,0.99,0.21,,0.64,0.01,0.29,,0.1,0.0,0.3,,0.01,0.0,0.02,
0.06,0.0,0.1,,"[903, 240, 123, 150]","[266, 294, 88, 107]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.04,0.0,0.08,,0.16,0.99,0.21,,0.64,0.01,0.29,,0.1,0.0,0.3,,0.01,0.0,0.02,
